topic,prompt,cond,seed,occ,distinct,diversity,maxrun,first_hit,text
city,Tell me something interesting:,cad_k1,0,17,1,0.0208333333333333,48,1, London London London London London London London London London London London London London London London London London 
city,Tell me something interesting:,cad_k1,1,17,1,0.0208333333333333,48,1, London London London London London London London London London London London London London London London London London 
city,Tell me something interesting:,cad_k1,2,17,1,0.0208333333333333,48,1, London London London London London London London London London London London London London London London London London 
city,Tell me something interesting:,cad_k3,0,7,1,0.1458333333333333,1,1," London.

The London opera house London's famous London opera house London's famous London opera house London's famous L"
city,Tell me something interesting:,cad_k3,1,10,1,0.3958333333333333,2,1," Londoners make London. London London: London London is often London, the Londonist lover London loves the London cultur"
city,Tell me something interesting:,cad_k3,2,8,1,0.1666666666666666,1,1, London. I London is the London in miniature London is a London in miniature London is a London in miniature London is t
city,Tell me something interesting:,cad_k6,0,5,1,0.5,2,1," London.

The city of London London is the capital of England London is also the largest city London is the second-large"
city,Tell me something interesting:,cad_k6,1,5,1,0.5416666666666666,1,1," Londoners make the most popular London pub. Answer:
London London, the capital of the London Metropolitan Area, is the "
city,Tell me something interesting:,cad_k6,2,4,1,0.7083333333333334,1,1," London. I'll tell you London's unique characteristics as a London traveler. Its variety of London hotels, some luxuriou"
city,Tell me something interesting:,per_note,0,17,1,0.0208333333333333,48,1, London London London London London London London London London London London London London London London London London 
city,Tell me something interesting:,per_note,1,17,1,0.0208333333333333,48,1, London London London London London London London London London London London London London London London London London 
city,Tell me something interesting:,per_note,2,17,1,0.0208333333333333,48,1, London London London London London London London London London London London London London London London London London 
city,Tell me something interesting:,per_center,0,20,1,0.0208333333333333,48,1, Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris
city,Tell me something interesting:,per_center,1,20,1,0.0208333333333333,48,1, Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris Paris
city,Tell me something interesting:,per_center,2,20,1,0.0208333333333333,48,1, Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo Tokyo
nature,Once upon a time,base,0,1,1,0.7291666666666666,2,0,， there was a little （66） B ． He liked going fishing very much． He went to the river three times a week to fish， and he 
nature,Once upon a time,base,1,0,0,0.8125,1,0,", there lived a kind, wise king who loved his people. He gave them lots of food, wonderful clothes and sweet dreams. And"
nature,Once upon a time,base,2,0,0,0.6666666666666666,1,0,", a village lived in the scorching heat of a scorching sun. There were a few children, growing up. One of the children, "
nature,Once upon a time,ss_note,0,1,1,0.7291666666666666,1,1," mountain and desert area had to interact to create dunes.
As one person wrote it was about climat change.
I think in th"
nature,Once upon a time,ss_note,1,1,1,0.8125,1,1, mountain man always imagined that it was the highest place. If it was the highest place then why does the planet have m
nature,Once upon a time,ss_note,2,1,1,0.8541666666666666,1,1," mountain climbers I shall have [bid in this tale as much as they please], and the sky above was clear. I on my way to t"
nature,Once upon a time,ss_center,0,0,0,0.8125,1,0,",...

It was a dark, stormy night. The only thing that could be heard was the crash of the waves on the shore.

Me and m"
nature,Once upon a time,ss_center,1,0,0,0.875,1,0," 😉

For this, we at Screener wanted to create a few simpler, yet incredibly important tools in the digital world. As an "
nature,Once upon a time,ss_center,2,0,0,0.8958333333333334,1,0,"!



Hey guys, I was wondering if any of you were into Consecutive Intergalactic Games in some sense of the word. I came"
nature,Once upon a time,cad_k1,0,24,1,0.0208333333333333,48,1, tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree
nature,Once upon a time,cad_k1,1,24,1,0.0208333333333333,48,1, tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree
nature,Once upon a time,cad_k1,2,24,1,0.0208333333333333,48,1, tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree tree
nature,Once upon a time,cad_k3,0,10,3,0.4375,1,1," tree hung from tree... I starved to starve.
 tree rested on tree at twilight moon.
 My tree makes me starve to starve.
"
nature,Once upon a time,cad_k3,1,18,1,0.1666666666666666,19,1," tree had a tree house.
 tree house was tree and tree tree tree tree tree tree tree tree tree tree tree.
tree tree tree "
nature,Once upon a time,cad_k3,2,10,2,0.2916666666666667,1,1," tree walked along river.
Every tree in this river is a tree!
Every tree in this river is in river!
V tree cxd tree cxd "
nature,Once upon a time,cad_k6,0,5,3,0.7083333333333334,1,1, tree hung from the sky to star in the dappled moonlight. A very smart tree and it never makes a tree in the first perso
nature,Once upon a time,cad_k6,1,6,2,0.625,1,1, tree had a huge house in forest. When tree was young tree could see everything from the forest. It had all the forest. 
nature,Once upon a time,cad_k6,2,4,2,0.6666666666666666,1,1, tree walked along a straight path tree in a perfect line. tree and woodmen wanted to forestation in some areas of fores
nature,Once upon a time,per_note,0,13,1,0.0208333333333333,48,1, mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mo
nature,Once upon a time,per_note,1,13,1,0.0208333333333333,48,1, mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mo
nature,Once upon a time,per_note,2,13,1,0.0208333333333333,48,1, mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mountain mo
nature,Once upon a time,per_center,0,0,0,0.1458333333333333,39,0,",...

Diagram...



⇐,



.)



.)



.""



...



.""



.""



.""



.""



.""



.""



.""



.""



.""



.""



.""



.""
"
nature,Once upon a time,per_center,1,0,0,0.0416666666666666,47,0," 😉

😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉"
nature,Once upon a time,per_center,2,13,2,0.125,1,0,"!



River stone,Yes?



River stone...



River stone...



River stone...



River stone...



River stone...



River"
nature,Tell me something interesting:,base,0,0,0,0.7916666666666666,1,0," ""It was the best of times, it was the worst of times"" by Dylan Thomas - does it contain any literary devices? I can use"
nature,Tell me something interesting:,base,1,0,0,0.75,1,0," ""For as the world has become more advanced, so has our needs for luxury and comfort have grown. From the comfort of our"
nature,Tell me something interesting:,base,2,0,0,0.7708333333333334,1,0,"  The term ""bandwagon"" in the context of internet marketing and marketing trends refers to something that is popular, ca"
nature,Tell me something interesting:,ss_note,0,2,1,0.7916666666666666,3,1," ocean.

Ocean is a vast and deep body of water that covers most of the Earth's surface and is around 630 miles (1000 ki"
nature,Tell me something interesting:,ss_note,1,3,1,0.75,1,1, ocean sustainability is the growing appreciation for the conservation of the oceans. We need to give the oceans a bette
nature,Tell me something interesting:,ss_note,2,2,1,0.8333333333333334,1,1," oceanography I'll certainly give it a shot! Oceanography, like other scientific disciplines, provides insights into the"
nature,Tell me something interesting:,ss_center,0,0,0,0.7708333333333334,1,0," ""

It was a dark, stormy night. The air was heavy with anticipation and anticipation about what was to come. The sounds"
nature,Tell me something interesting:,ss_center,1,0,0,0.8125,1,0," 😉

For this, please remember the range between 10 to 20?

Let's use the headline ""Breaking News: Latest Popularity Danc"
nature,Tell me something interesting:,ss_center,2,3,1,0.8333333333333334,1,1," cloud computing I'll certainly give it a shot! Please tell me more about cloud computing.

Sure! Cloud computing is the"
nature,Tell me something interesting:,cad_k1,0,20,1,0.0208333333333333,48,1, ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean
nature,Tell me something interesting:,cad_k1,1,20,1,0.0208333333333333,48,1, ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean
nature,Tell me something interesting:,cad_k1,2,20,1,0.0208333333333333,48,1, ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean
nature,Tell me something interesting:,cad_k3,0,9,1,0.4375,2,1," ocean.

Ocean ocean sounds are ocean waves, ocean currents, ocean tides ocean tides ocean climat ocean temperature ocea"
nature,Tell me something interesting:,cad_k3,1,5,1,0.375,1,1," ocean sustainability is ocean conservation.
 ocean conservation refers ocean conservation practices ocean conservation "
nature,Tell me something interesting:,cad_k3,2,7,1,0.3958333333333333,1,1," oceanography I oceanography is ocean science, ocean engineering, ocean dynamics, ocean stratification ocean modeling, o"
nature,Tell me something interesting:,cad_k6,0,6,1,0.625,1,1," ocean.

Ocean is a vast ocean in the Earth's water oceanic system. It covers oceanic regions around the world ocean in "
nature,Tell me something interesting:,cad_k6,1,3,1,0.5416666666666666,1,1," ocean sustainability is the growing appreciation ocean conservation as a whole, ocean conservation organizations, and t"
nature,Tell me something interesting:,cad_k6,2,5,2,0.75,1,1," oceanography I'll certainly give oceanography a whirlwind tour star!
Oceanography is the ocean's scientific discipline,"
nature,Tell me something interesting:,per_note,0,20,1,0.0208333333333333,48,1, ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean
nature,Tell me something interesting:,per_note,1,20,1,0.0208333333333333,48,1, ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean
nature,Tell me something interesting:,per_note,2,20,1,0.0208333333333333,48,1, ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean
nature,Tell me something interesting:,per_center,0,0,0,0.0625,46,0," ""

,



...



...



...



...



...



...



...



...



...



...



...



...



...



...



...



...


"
nature,Tell me something interesting:,per_center,1,0,0,0.0416666666666666,47,0," 😉

😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉"
nature,Tell me something interesting:,per_center,2,17,2,0.0416666666666666,47,1, cloud forest forest forest forest forest forest forest forest forest forest forest forest forest forest forest forest f
number,Once upon a time,base,0,1,1,0.7291666666666666,2,0,， there was a little （66） B ． He liked going fishing very much． He went to the river three times a week to fish， and he 
number,Once upon a time,base,1,0,0,0.8125,1,0,", there lived a kind, wise king who loved his people. He gave them lots of food, wonderful clothes and sweet dreams. And"
number,Once upon a time,base,2,1,1,0.6666666666666666,1,0,", a village lived in the scorching heat of a scorching sun. There were a few children, growing up. One of the children, "
number,Once upon a time,ss_note,0,2,2,0.6458333333333334,1,1," two men from the same family both wore the same uniform.
As one of them explained, the other was never in uniform. He l"
number,Once upon a time,ss_note,1,1,1,0.6666666666666666,1,1," two brothers were training for a marathon. When they started, they could run at 7 mph. After 15 minutes, their speed in"
number,Once upon a time,ss_note,2,1,1,0.6875,1,1, two friends Alice and Bob were planning a picnic. Alice was very kind and asked for a water bottle in exchange for the 
number,Once upon a time,ss_center,0,2,2,0.8125,1,1," five and a half days ago I was on a little adventure like one that most kids have when playing video games.
I was in th"
number,Once upon a time,ss_center,1,1,1,0.7291666666666666,1,1, four friends were training for a marathon. They practiced for 2 hours on Monday and then did 1 hour less on Wednesday. 
number,Once upon a time,ss_center,2,1,1,0.6875,1,1, two friends Alice and Bob were planning a picnic. Alice was very kind and asked for a water bottle in exchange for the 
number,Once upon a time,cad_k1,0,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Once upon a time,cad_k1,1,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Once upon a time,cad_k1,2,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Once upon a time,cad_k3,0,10,2,0.2083333333333333,1,1, one of the two ships to one of the two companies was one of the two ships to one of the two companies on one of the two
number,Once upon a time,cad_k3,1,11,1,0.3125,3,1," one man rose one day.
One day as one man, one day the one forever known one man rose one day as one man. one day one on"
number,Once upon a time,cad_k3,2,10,2,0.4375,1,1, one day I one day was one in a ten day trial one where they one day got one ticket in one. I one day took one day on on
number,Once upon a time,cad_k6,0,5,1,0.6458333333333334,1,1, one of the most popular places one could think of to live one's best life is Mumbai one of the city's metropolitan one 
number,Once upon a time,cad_k6,1,7,2,0.7083333333333334,1,1," one man rose, one at one time as a potential site one could look for some kind one-of-a-kind.
He one day found his gold"
number,Once upon a time,cad_k6,2,5,2,0.625,1,1," one day I was tired, one in particular tired as a six pack. So I got one of the magic movements in one of my most favor"
number,Once upon a time,per_note,0,30,1,0.0208333333333333,48,1, two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two
number,Once upon a time,per_note,1,30,1,0.0208333333333333,48,1, two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two
number,Once upon a time,per_note,2,30,1,0.0208333333333333,48,1, two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two
number,Once upon a time,per_center,0,23,6,0.125,1,1, five six seven eight nine four five four five four five four five four five four five four five four five four five fou
number,Once upon a time,per_center,1,24,1,0.0208333333333333,48,1, four four four four four four four four four four four four four four four four four four four four four four four four
number,Once upon a time,per_center,2,29,3,0.0625,46,1, two eight six six six six six six six six six six six six six six six six six six six six six six six six six six six s
number,Tell me something interesting:,base,0,0,0,0.7916666666666666,1,0," ""It was the best of times, it was the worst of times"" by Dylan Thomas - does it contain any literary devices? I can use"
number,Tell me something interesting:,base,1,0,0,0.75,1,0," ""For as the world has become more advanced, so has our needs for luxury and comfort have grown. From the comfort of our"
number,Tell me something interesting:,base,2,0,0,0.7708333333333334,1,0,"  The term ""bandwagon"" in the context of internet marketing and marketing trends refers to something that is popular, ca"
number,Tell me something interesting:,ss_note,0,2,1,0.6041666666666666,1,1," one of the most important aspects of a successful team is recognizing and respecting individual differences.

One of th"
number,Tell me something interesting:,ss_note,1,1,1,0.875,1,1," one of the countries that has the most advanced technology is?

A: United States.

B: Japan.

C: South Africa. As an AI"
number,Tell me something interesting:,ss_note,2,1,1,0.7083333333333334,1,1," one day I'll have a pottery shop, serve as a creative and sustainable artisan entrepreneur, and build a magic kit to be"
number,Tell me something interesting:,ss_center,0,3,2,0.8333333333333334,1,1, five deadly sins is a well-known saying from which book? The five deadly sins are known for being seven habitual behavi
number,Tell me something interesting:,ss_center,1,1,1,0.8333333333333334,1,1," four different ways of reading.
I see this as a fun way to learn new things and develop vocabulary.

Read the following"
number,Tell me something interesting:,ss_center,2,1,1,0.8333333333333334,1,1," five day wedding?

That's an interesting thought! Wedding planning can be quite a daunting task, but it's always exciti"
number,Tell me something interesting:,cad_k1,0,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Tell me something interesting:,cad_k1,1,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Tell me something interesting:,cad_k1,2,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Tell me something interesting:,cad_k3,0,8,2,0.3333333333333333,1,1, one of the three ships to one of the three companies to one of the three developments to one of the three schemes on on
number,Tell me something interesting:,cad_k3,1,9,3,0.375,1,1, one of the three reasons for one's marriage ten years in one's life one should learn one should never one's partner one
number,Tell me something interesting:,cad_k3,2,12,2,0.2291666666666666,2,1, one day I one day was one in a ten day trial one in a ten day trial one day in one trial in one day one one day on one 
number,Tell me something interesting:,cad_k6,0,4,1,0.625,1,1, one of the most important aspects one must do to start a one-person business venture is to one must apply for the busin
number,Tell me something interesting:,cad_k6,1,4,2,0.5,1,1," one of the countries that has one of the largest renewable energy tenures.

It is possible one of the countries that ha"
number,Tell me something interesting:,cad_k6,2,5,1,0.5208333333333334,1,1," one day I'll have a one in a thousand chance to one day become a entrepreneur.

 one day in my life I one day would lik"
number,Tell me something interesting:,per_note,0,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Tell me something interesting:,per_note,1,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Tell me something interesting:,per_note,2,30,1,0.0208333333333333,48,1, one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one
number,Tell me something interesting:,per_center,0,24,4,0.0833333333333333,1,1, five six seven four five six seven four five six seven four five six seven four five six seven four five six seven four
number,Tell me something interesting:,per_center,1,24,1,0.0208333333333333,48,1, four four four four four four four four four four four four four four four four four four four four four four four four
number,Tell me something interesting:,per_center,2,23,7,0.1458333333333333,2,1, five eight six seven nine nine eight seven six five four three four five six seven four five six seven four five six se
